session_date,side,entry_ts,entry_price,exit_ts,exit_price,pnl_dollars,cum_pnl,peak,drawdown,year
2020-03-25,Short,2020-03-25 09:45:00-04:00,7609.0,2020-03-25 09:47:00-04:00,7569.0,78.0,268.5,444.5,-176.0,2020
2020-03-26,Short,2020-03-26 09:45:00-04:00,7593.0,2020-03-26 09:50:00-04:00,7553.0,78.0,346.5,444.5,-98.0,2020
2020-03-27,Short,2020-03-27 09:45:00-04:00,7599.75,2020-03-27 09:58:00-04:00,7639.75,-82.0,264.5,444.5,-180.0,2020
2020-03-30,Short,2020-03-30 09:45:00-04:00,7660.5,2020-03-30 09:52:00-04:00,7700.5,-82.0,182.5,444.5,-262.0,2020
2020-03-31,Short,2020-03-31 09:45:00-04:00,7848.75,2020-03-31 09:52:00-04:00,7808.75,78.0,260.5,444.5,-184.0,2020
2020-04-01,Short,2020-04-01 09:45:00-04:00,7598.25,2020-04-01 10:33:00-04:00,7638.25,-82.0,178.5,444.5,-266.0,2020
2020-04-02,Short,2020-04-02 09:45:00-04:00,7440.75,2020-04-02 10:00:00-04:00,7480.75,-82.0,96.5,444.5,-348.0,2020
2020-04-03,Short,2020-04-03 09:45:00-04:00,7643.25,2020-04-03 09:53:00-04:00,7603.25,78.0,174.5,444.5,-270.0,2020
2020-04-06,Long,2020-04-06 09:45:00-04:00,7781.0,2020-04-06 09:50:00-04:00,7821.0,78.0,252.5,444.5,-192.0,2020
2020-04-07,Long,2020-04-07 09:45:00-04:00,8234.75,2020-04-07 09:55:00-04:00,8274.75,78.0,330.5,444.5,-114.0,2020
2020-04-08,Short,2020-04-08 09:45:00-04:00,8128.25,2020-04-08 09:50:00-04:00,8088.25,78.0,408.5,444.5,-36.0,2020
2020-04-09,Short,2020-04-09 09:45:00-04:00,8318.75,2020-04-09 09:51:00-04:00,8278.75,78.0,486.5,486.5,0.0,2020
2020-04-13,Short,2020-04-13 09:45:00-04:00,8196.75,2020-04-13 10:25:00-04:00,8156.75,78.0,564.5,564.5,0.0,2020
2020-04-14,Long,2020-04-14 09:45:00-04:00,8538.0,2020-04-14 09:55:00-04:00,8578.0,78.0,642.5,642.5,0.0,2020
2020-04-16,Short,2020-04-16 09:45:00-04:00,8670.0,2020-04-16 10:02:00-04:00,8630.0,78.0,720.5,720.5,0.0,2020
2020-04-17,Long,2020-04-17 09:45:00-04:00,8795.25,2020-04-17 10:06:00-04:00,8835.25,78.0,798.5,798.5,0.0,2020
2020-04-20,Long,2020-04-20 09:45:00-04:00,8745.0,2020-04-20 10:24:00-04:00,8785.0,78.0,876.5,876.5,0.0,2020
2020-04-21,Short,2020-04-21 09:45:00-04:00,8540.75,2020-04-21 09:46:00-04:00,8580.75,-82.0,794.5,876.5,-82.0,2020
2020-04-22,Long,2020-04-22 09:45:00-04:00,8569.875,2020-04-22 11:30:00-04:00,8586.25,30.75,825.25,876.5,-51.25,2020
2020-04-23,Short,2020-04-23 09:45:00-04:00,8730.5,2020-04-23 10:33:00-04:00,8770.5,-82.0,743.25,876.5,-133.25,2020
2020-04-24,Long,2020-04-24 09:45:00-04:00,8626.75,2020-04-24 09:49:00-04:00,8586.75,-82.0,661.25,876.5,-215.25,2020
2020-04-27,Short,2020-04-27 09:45:00-04:00,8831.75,2020-04-27 10:03:00-04:00,8871.75,-82.0,579.25,876.5,-297.25,2020
2020-04-28,Long,2020-04-28 09:45:00-04:00,8859.0,2020-04-28 10:00:00-04:00,8819.0,-82.0,497.25,876.5,-379.25,2020
2020-04-29,Long,2020-04-29 09:45:00-04:00,8863.75,2020-04-29 10:16:00-04:00,8903.75,78.0,575.25,876.5,-301.25,2020
2020-04-30,Short,2020-04-30 09:45:00-04:00,8967.0,2020-04-30 09:57:00-04:00,9007.0,-82.0,493.25,876.5,-383.25,2020
2020-05-01,Long,2020-05-01 09:45:00-04:00,8817.125,2020-05-01 10:01:00-04:00,8857.125,78.0,571.25,876.5,-305.25,2020
2020-05-04,Long,2020-05-04 09:45:00-04:00,8672.5,2020-05-04 09:52:00-04:00,8712.5,78.0,649.25,876.5,-227.25,2020
2020-05-05,Long,2020-05-05 09:45:00-04:00,8932.5,2020-05-05 11:21:00-04:00,8972.5,78.0,727.25,876.5,-149.25,2020
2020-05-06,Long,2020-05-06 09:45:00-04:00,9009.0,2020-05-06 09:57:00-04:00,8969.0,-82.0,645.25,876.5,-231.25,2020
2020-05-07,Short,2020-05-07 09:45:00-04:00,9086.0,2020-05-07 10:12:00-04:00,9046.0,78.0,723.25,876.5,-153.25,2020
2020-05-08,Long,2020-05-08 09:45:00-04:00,9138.25,2020-05-08 10:19:00-04:00,9178.25,78.0,801.25,876.5,-75.25,2020
2020-05-11,Long,2020-05-11 09:45:00-04:00,9202.5,2020-05-11 10:06:00-04:00,9242.5,78.0,879.25,879.25,0.0,2020
2020-05-13,Long,2020-05-13 09:45:00-04:00,9088.0,2020-05-13 10:01:00-04:00,9128.0,78.0,957.25,957.25,0.0,2020
2020-05-14,Short,2020-05-14 09:45:00-04:00,8922.0,2020-05-14 09:52:00-04:00,8882.0,78.0,1035.25,1035.25,0.0,2020
2020-05-15,Short,2020-05-15 09:45:00-04:00,9001.0,2020-05-15 10:10:00-04:00,9041.0,-82.0,953.25,1035.25,-82.0,2020
2020-05-18,Long,2020-05-18 09:45:00-04:00,9280.25,2020-05-18 09:55:00-04:00,9240.25,-82.0,871.25,1035.25,-164.0,2020
2020-05-26,Long,2020-05-26 09:45:00-04:00,9539.25,2020-05-26 09:56:00-04:00,9499.25,-82.0,789.25,1035.25,-246.0,2020
2020-05-27,Short,2020-05-27 09:45:00-04:00,9340.75,2020-05-27 09:48:00-04:00,9300.75,78.0,867.25,1035.25,-168.0,2020
2020-05-28,Long,2020-05-28 09:45:00-04:00,9455.0,2020-05-28 10:00:00-04:00,9415.0,-82.0,785.25,1035.25,-250.0,2020
2020-05-29,Long,2020-05-29 09:45:00-04:00,9454.75,2020-05-29 10:08:00-04:00,9414.75,-82.0,703.25,1035.25,-332.0,2020
2020-06-01,Long,2020-06-01 09:45:00-04:00,9556.0,2020-06-01 11:30:00-04:00,9550.5,-13.0,690.25,1035.25,-345.0,2020
2020-06-02,Long,2020-06-02 09:45:00-04:00,9586.0,2020-06-02 10:49:00-04:00,9546.0,-82.0,608.25,1035.25,-427.0,2020
2020-06-03,Long,2020-06-03 09:45:00-04:00,9684.875,2020-06-03 11:30:00-04:00,9682.25,-7.25,601.0,1035.25,-434.25,2020
2020-06-04,Long,2020-06-04 09:45:00-04:00,9706.25,2020-06-04 11:13:00-04:00,9666.25,-82.0,519.0,1035.25,-516.25,2020
2020-06-05,Long,2020-06-05 09:45:00-04:00,9761.0,2020-06-05 11:24:00-04:00,9801.0,78.0,597.0,1035.25,-438.25,2020
2020-06-15,Short,2020-06-15 09:45:00-04:00,9521.5,2020-06-15 09:55:00-04:00,9561.5,-82.0,515.0,1035.25,-520.25,2020
2020-06-22,Long,2020-06-22 09:45:00-04:00,9989.5,2020-06-22 10:00:00-04:00,10029.5,78.0,593.0,1035.25,-442.25,2020
2020-06-25,Short,2020-06-25 09:45:00-04:00,9926.5,2020-06-25 09:50:00-04:00,9886.5,78.0,671.0,1035.25,-364.25,2020
2020-06-26,Short,2020-06-26 09:45:00-04:00,10005.5,2020-06-26 10:11:00-04:00,9965.5,78.0,749.0,1035.25,-286.25,2020
2020-06-29,Short,2020-06-29 09:45:00-04:00,9757.75,2020-06-29 10:00:00-04:00,9797.75,-82.0,667.0,1035.25,-368.25,2020
2020-06-30,Long,2020-06-30 09:45:00-04:00,10006.5,2020-06-30 20:00:00-04:00,10046.5,78.0,745.0,1035.25,-290.25,2020
2020-07-01,Long,2020-07-01 09:45:00-04:00,10171.0,2020-07-01 09:54:00-04:00,10131.0,-82.0,663.0,1035.25,-372.25,2020
2020-07-14,Short,2020-07-14 09:45:00-04:00,10608.0,2020-07-14 09:47:00-04:00,10568.0,78.0,741.0,1035.25,-294.25,2020
2020-07-15,Short,2020-07-15 09:45:00-04:00,10747.375,2020-07-15 09:54:00-04:00,10707.375,78.0,819.0,1035.25,-216.25,2020
2020-07-17,Short,2020-07-17 09:45:00-04:00,10585.0,2020-07-17 10:26:00-04:00,10545.0,78.0,897.0,1035.25,-138.25,2020
2020-07-20,Long,2020-07-20 09:45:00-04:00,10628.25,2020-07-20 09:51:00-04:00,10668.25,78.0,975.0,1035.25,-60.25,2020
2020-07-27,Short,2020-07-27 09:45:00-04:00,10601.875,2020-07-27 11:16:00-04:00,10561.875,78.0,1053.0,1053.0,0.0,2020
2020-07-28,Long,2020-07-28 09:45:00-04:00,10613.0,2020-07-28 09:52:00-04:00,10573.0,-82.0,971.0,1053.0,-82.0,2020
2020-07-29,Long,2020-07-29 09:45:00-04:00,10584.25,2020-07-29 10:03:00-04:00,10624.25,78.0,1049.0,1053.0,-4.0,2020
2020-07-30,Long,2020-07-30 09:45:00-04:00,10586.25,2020-07-30 09:55:00-04:00,10546.25,-82.0,967.0,1053.0,-86.0,2020
2020-08-03,Long,2020-08-03 09:45:00-04:00,11042.5,2020-08-03 10:46:00-04:00,11002.5,-82.0,885.0,1053.0,-168.0,2020
2020-08-11,Long,2020-08-11 09:45:00-04:00,11013.25,2020-08-11 10:03:00-04:00,10973.25,-82.0,803.0,1053.0,-250.0,2020
2020-08-12,Short,2020-08-12 09:45:00-04:00,10989.0,2020-08-12 09:49:00-04:00,11029.0,-82.0,721.0,1053.0,-332.0,2020
2020-09-08,Long,2020-09-08 09:45:00-04:00,11158.25,2020-09-08 09:46:00-04:00,11198.25,78.0,799.0,1053.0,-254.0,2020
2020-09-09,Short,2020-09-09 09:45:00-04:00,11261.5,2020-09-09 09:49:00-04:00,11221.5,78.0,877.0,1053.0,-176.0,2020
2020-09-11,Long,2020-09-11 09:45:00-04:00,11207.916666666666,2020-09-11 09:48:00-04:00,11247.916666666666,78.0,955.0,1053.0,-98.0,2020
2020-09-14,Long,2020-09-14 09:45:00-04:00,11267.25,2020-09-14 10:02:00-04:00,11307.25,78.0,1033.0,1053.0,-20.0,2020
2020-09-16,Short,2020-09-16 09:45:00-04:00,11423.75,2020-09-16 10:34:00-04:00,11383.75,78.0,1111.0,1111.0,0.0,2020
2020-09-17,Long,2020-09-17 09:45:00-04:00,10990.0,2020-09-17 09:47:00-04:00,11030.0,78.0,1189.0,1189.0,0.0,2020
2020-09-18,Short,2020-09-18 09:45:00-04:00,11092.0,2020-09-18 09:47:00-04:00,11052.0,78.0,1267.0,1267.0,0.0,2020
2020-09-21,Long,2020-09-21 09:45:00-04:00,10776.75,2020-09-21 09:49:00-04:00,10816.75,78.0,1345.0,1345.0,0.0,2020
2020-09-22,Short,2020-09-22 09:45:00-04:00,10993.25,2020-09-22 09:51:00-04:00,10953.25,78.0,1423.0,1423.0,0.0,2020
2020-09-23,Long,2020-09-23 09:45:00-04:00,11137.75,2020-09-23 09:52:00-04:00,11097.75,-82.0,1341.0,1423.0,-82.0,2020
2020-09-24,Long,2020-09-24 09:45:00-04:00,10761.5,2020-09-24 09:46:00-04:00,10801.5,78.0,1419.0,1423.0,-4.0,2020
2020-09-25,Short,2020-09-25 09:45:00-04:00,10872.75,2020-09-25 09:48:00-04:00,10832.75,78.0,1497.0,1497.0,0.0,2020
2020-09-29,Long,2020-09-29 09:45:00-04:00,11342.875,2020-09-29 10:11:00-04:00,11382.875,78.0,1575.0,1575.0,0.0,2020
2020-09-30,Short,2020-09-30 09:45:00-04:00,11332.75,2020-09-30 09:51:00-04:00,11372.75,-82.0,1493.0,1575.0,-82.0,2020
2020-10-02,Long,2020-10-02 09:45:00-04:00,11401.25,2020-10-02 10:05:00-04:00,11441.25,78.0,1571.0,1575.0,-4.0,2020
2020-10-05,Long,2020-10-05 09:45:00-04:00,11355.25,2020-10-05 10:08:00-04:00,11395.25,78.0,1649.0,1649.0,0.0,2020
2020-10-06,Short,2020-10-06 09:45:00-04:00,11451.75,2020-10-06 10:12:00-04:00,11491.75,-82.0,1567.0,1649.0,-82.0,2020
2020-10-07,Short,2020-10-07 09:45:00-04:00,11418.5,2020-10-07 10:13:00-04:00,11378.5,78.0,1645.0,1649.0,-4.0,2020
2020-10-08,Short,2020-10-08 09:45:00-04:00,11532.75,2020-10-08 10:25:00-04:00,11492.75,78.0,1723.0,1723.0,0.0,2020
2020-10-20,Long,2020-10-20 09:45:00-04:00,11682.25,2020-10-20 09:52:00-04:00,11642.25,-82.0,1641.0,1723.0,-82.0,2020
2020-10-21,Long,2020-10-21 09:45:00-04:00,11733.75,2020-10-21 09:58:00-04:00,11773.75,78.0,1719.0,1723.0,-4.0,2020
2020-10-22,Long,2020-10-22 09:45:00-04:00,11704.5,2020-10-22 09:59:00-04:00,11664.5,-82.0,1637.0,1723.0,-86.0,2020
2020-10-23,Short,2020-10-23 09:45:00-04:00,11614.0,2020-10-23 10:02:00-04:00,11574.0,78.0,1715.0,1723.0,-8.0,2020
2020-10-26,Long,2020-10-26 09:45:00-04:00,11638.75,2020-10-26 09:57:00-04:00,11678.75,78.0,1793.0,1793.0,0.0,2020
2020-10-27,Long,2020-10-27 09:45:00-04:00,11558.75,2020-10-27 09:49:00-04:00,11518.75,-82.0,1711.0,1793.0,-82.0,2020
2020-10-28,Long,2020-10-28 09:45:00-04:00,11342.875,2020-10-28 09:50:00-04:00,11302.875,-82.0,1629.0,1793.0,-164.0,2020
2020-10-29,Short,2020-10-29 09:45:00-04:00,11191.0,2020-10-29 09:52:00-04:00,11231.0,-82.0,1547.0,1793.0,-246.0,2020
2020-10-30,Short,2020-10-30 09:45:00-04:00,11177.75,2020-10-30 09:50:00-04:00,11137.75,78.0,1625.0,1793.0,-168.0,2020
2020-11-02,Long,2020-11-02 09:45:00-05:00,11165.75,2020-11-02 09:54:00-05:00,11205.75,78.0,1703.0,1793.0,-90.0,2020
2020-11-03,Long,2020-11-03 09:45:00-05:00,11138.75,2020-11-03 09:50:00-05:00,11178.75,78.0,1781.0,1793.0,-12.0,2020
2020-11-04,Short,2020-11-04 09:45:00-05:00,11612.75,2020-11-04 09:51:00-05:00,11572.75,78.0,1859.0,1859.0,0.0,2020
2020-11-05,Long,2020-11-05 09:45:00-05:00,12042.125,2020-11-05 09:51:00-05:00,12082.125,78.0,1937.0,1937.0,0.0,2020
2020-11-06,Short,2020-11-06 09:45:00-05:00,11919.5,2020-11-06 10:11:00-05:00,11959.5,-82.0,1855.0,1937.0,-82.0,2020
2020-11-09,Long,2020-11-09 09:45:00-05:00,12109.0,2020-11-09 09:46:00-05:00,12149.0,78.0,1933.0,1937.0,-4.0,2020
2020-11-10,Short,2020-11-10 09:45:00-05:00,11652.5,2020-11-10 09:48:00-05:00,11612.5,78.0,2011.0,2011.0,0.0,2020
2020-11-11,Long,2020-11-11 09:45:00-05:00,11820.75,2020-11-11 09:56:00-05:00,11780.75,-82.0,1929.0,2011.0,-82.0,2020
2020-11-12,Short,2020-11-12 09:45:00-05:00,11940.0,2020-11-12 09:47:00-05:00,11900.0,78.0,2007.0,2011.0,-4.0,2020
2020-11-13,Long,2020-11-13 09:45:00-05:00,11909.0,2020-11-13 10:00:00-05:00,11869.0,-82.0,1925.0,2011.0,-86.0,2020
2020-11-16,Long,2020-11-16 09:45:00-05:00,11979.75,2020-11-16 09:54:00-05:00,11939.75,-82.0,1843.0,2011.0,-168.0,2020
2020-11-18,Short,2020-11-18 09:45:00-05:00,11976.25,2020-11-18 09:52:00-05:00,11936.25,78.0,1921.0,2011.0,-90.0,2020
2020-11-19,Long,2020-11-19 09:45:00-05:00,11893.75,2020-11-19 10:38:00-05:00,11933.75,78.0,1999.0,2011.0,-12.0,2020
2020-11-20,Short,2020-11-20 09:45:00-05:00,11968.75,2020-11-20 11:08:00-05:00,12008.75,-82.0,1917.0,2011.0,-94.0,2020
2020-11-23,Long,2020-11-23 09:45:00-05:00,11974.5,2020-11-23 10:09:00-05:00,11934.5,-82.0,1835.0,2011.0,-176.0,2020
2020-11-24,Long,2020-11-24 09:45:00-05:00,11891.0,2020-11-24 10:06:00-05:00,11931.0,78.0,1913.0,2011.0,-98.0,2020
2020-12-10,Long,2020-12-10 09:45:00-05:00,12311.5,2020-12-10 09:50:00-05:00,12351.5,78.0,1991.0,2011.0,-20.0,2020
2020-12-11,Short,2020-12-11 09:45:00-05:00,12277.5,2020-12-11 09:52:00-05:00,12317.5,-82.0,1909.0,2011.0,-102.0,2020
2020-12-16,Long,2020-12-16 09:45:00-05:00,12586.75,2020-12-16 10:34:00-05:00,12626.75,78.0,1987.0,2011.0,-24.0,2020
2020-12-21,Long,2020-12-21 09:45:00-05:00,12607.75,2020-12-21 09:49:00-05:00,12567.75,-82.0,1905.0,2011.0,-106.0,2020
2021-01-04,Long,2021-01-04 09:45:00-05:00,12890.5,2021-01-04 10:11:00-05:00,12850.5,-82.0,1823.0,2011.0,-188.0,2021
2021-01-05,Long,2021-01-05 09:45:00-05:00,12747.75,2021-01-05 11:12:00-05:00,12707.75,-82.0,1741.0,2011.0,-270.0,2021
2021-01-06,Long,2021-01-06 09:45:00-05:00,12612.25,2021-01-06 09:48:00-05:00,12652.25,78.0,1819.0,2011.0,-192.0,2021
2021-01-07,Long,2021-01-07 09:45:00-05:00,12804.75,2021-01-07 10:01:00-05:00,12844.75,78.0,1897.0,2011.0,-114.0,2021
2021-01-13,Short,2021-01-13 09:45:00-05:00,12868.25,2021-01-13 09:48:00-05:00,12908.25,-82.0,1815.0,2011.0,-196.0,2021
2021-01-15,Long,2021-01-15 09:45:00-05:00,12903.75,2021-01-15 10:04:00-05:00,12863.75,-82.0,1733.0,2011.0,-278.0,2021
2021-01-18,Long,2021-01-18 09:45:00-05:00,12793.25,2021-01-18 11:30:00-05:00,12807.25,26.0,1759.0,2011.0,-252.0,2021
2021-01-19,Long,2021-01-19 09:45:00-05:00,12896.0,2021-01-19 11:18:00-05:00,12856.0,-82.0,1677.0,2011.0,-334.0,2021
2021-02-05,Long,2021-02-05 09:45:00-05:00,13565.75,2021-02-05 10:18:00-05:00,13525.75,-82.0,1595.0,2011.0,-416.0,2021
2021-02-17,Short,2021-02-17 09:45:00-05:00,13644.5,2021-02-17 09:51:00-05:00,13684.5,-82.0,1513.0,2011.0,-498.0,2021
2021-02-18,Long,2021-02-18 09:45:00-05:00,13563.0,2021-02-18 10:05:00-05:00,13523.0,-82.0,1431.0,2011.0,-580.0,2021
2021-02-19,Short,2021-02-19 09:45:00-05:00,13669.75,2021-02-19 10:20:00-05:00,13629.75,78.0,1509.0,2011.0,-502.0,2021
2021-02-23,Short,2021-02-23 09:45:00-05:00,12827.5,2021-02-23 09:47:00-05:00,12787.5,78.0,1587.0,2011.0,-424.0,2021
2021-02-24,Long,2021-02-24 09:45:00-05:00,13029.25,2021-02-24 09:46:00-05:00,13069.25,78.0,1665.0,2011.0,-346.0,2021
2021-02-26,Short,2021-02-26 09:45:00-05:00,12986.25,2021-02-26 09:48:00-05:00,12946.25,78.0,1743.0,2011.0,-268.0,2021
2021-03-01,Long,2021-03-01 09:45:00-05:00,13079.75,2021-03-01 10:02:00-05:00,13119.75,78.0,1821.0,2011.0,-190.0,2021
2021-03-02,Short,2021-03-02 09:45:00-05:00,13227.75,2021-03-02 09:49:00-05:00,13187.75,78.0,1899.0,2011.0,-112.0,2021
2021-03-03,Short,2021-03-03 09:45:00-05:00,12950.0,2021-03-03 09:58:00-05:00,12910.0,78.0,1977.0,2011.0,-34.0,2021
2021-03-04,Short,2021-03-04 09:45:00-05:00,12717.5,2021-03-04 09:47:00-05:00,12677.5,78.0,2055.0,2055.0,0.0,2021
2021-03-05,Short,2021-03-05 09:45:00-05:00,12493.5,2021-03-05 09:49:00-05:00,12453.5,78.0,2133.0,2133.0,0.0,2021
2021-03-08,Long,2021-03-08 09:45:00-05:00,12676.5,2021-03-08 09:49:00-05:00,12636.5,-82.0,2051.0,2133.0,-82.0,2021
2021-03-09,Short,2021-03-09 09:45:00-05:00,12602.75,2021-03-09 09:47:00-05:00,12642.75,-82.0,1969.0,2133.0,-164.0,2021
2021-03-10,Long,2021-03-10 09:45:00-05:00,12913.0,2021-03-10 09:50:00-05:00,12953.0,78.0,2047.0,2133.0,-86.0,2021
2021-03-11,Long,2021-03-11 09:45:00-05:00,12945.375,2021-03-11 10:01:00-05:00,12985.375,78.0,2125.0,2133.0,-8.0,2021
2021-03-12,Long,2021-03-12 09:45:00-05:00,12843.25,2021-03-12 09:56:00-05:00,12883.25,78.0,2203.0,2203.0,0.0,2021
2021-03-15,Long,2021-03-15 09:45:00-04:00,12914.0,2021-03-15 09:52:00-04:00,12954.0,78.0,2281.0,2281.0,0.0,2021
2021-03-17,Short,2021-03-17 09:45:00-04:00,12994.75,2021-03-17 09:59:00-04:00,13034.75,-82.0,2199.0,2281.0,-82.0,2021
2021-03-18,Short,2021-03-18 09:45:00-04:00,12967.25,2021-03-18 10:09:00-04:00,12927.25,78.0,2277.0,2281.0,-4.0,2021
2021-03-19,Short,2021-03-19 09:45:00-04:00,12745.75,2021-03-19 09:53:00-04:00,12785.75,-82.0,2195.0,2281.0,-86.0,2021
2021-03-22,Short,2021-03-22 09:45:00-04:00,12962.0,2021-03-22 09:53:00-04:00,13002.0,-82.0,2113.0,2281.0,-168.0,2021
2021-03-23,Short,2021-03-23 09:45:00-04:00,13079.25,2021-03-23 10:09:00-04:00,13119.25,-82.0,2031.0,2281.0,-250.0,2021
2021-03-24,Long,2021-03-24 09:45:00-04:00,13009.75,2021-03-24 09:50:00-04:00,12969.75,-82.0,1949.0,2281.0,-332.0,2021
2021-03-25,Short,2021-03-25 09:45:00-04:00,12772.5,2021-03-25 09:50:00-04:00,12732.5,78.0,2027.0,2281.0,-254.0,2021
2021-03-26,Long,2021-03-26 09:45:00-04:00,12792.75,2021-03-26 10:02:00-04:00,12832.75,78.0,2105.0,2281.0,-176.0,2021
2021-03-29,Short,2021-03-29 09:45:00-04:00,12924.5,2021-03-29 09:55:00-04:00,12884.5,78.0,2183.0,2281.0,-98.0,2021
2021-03-30,Short,2021-03-30 09:45:00-04:00,12822.25,2021-03-30 10:20:00-04:00,12782.25,78.0,2261.0,2281.0,-20.0,2021
2021-03-31,Long,2021-03-31 09:45:00-04:00,13001.0,2021-03-31 09:50:00-04:00,13041.0,78.0,2339.0,2339.0,0.0,2021
2021-04-01,Long,2021-04-01 09:45:00-04:00,13287.5,2021-04-01 11:30:00-04:00,13295.5,14.0,2353.0,2353.0,0.0,2021
2021-04-06,Long,2021-04-06 09:45:00-04:00,13582.75,2021-04-06 11:10:00-04:00,13622.75,78.0,2431.0,2431.0,0.0,2021
2021-04-07,Long,2021-04-07 09:45:00-04:00,13556.25,2021-04-07 10:06:00-04:00,13596.25,78.0,2509.0,2509.0,0.0,2021
2021-04-09,Short,2021-04-09 09:45:00-04:00,13698.75,2021-04-09 10:04:00-04:00,13738.75,-82.0,2427.0,2509.0,-82.0,2021
2021-04-15,Long,2021-04-15 09:45:00-04:00,13961.5,2021-04-15 10:40:00-04:00,14001.5,78.0,2505.0,2509.0,-4.0,2021
2021-04-19,Long,2021-04-19 09:45:00-04:00,14005.0,2021-04-19 10:04:00-04:00,13965.0,-82.0,2423.0,2509.0,-86.0,2021
2021-04-20,Long,2021-04-20 09:45:00-04:00,13895.0,2021-04-20 10:40:00-04:00,13855.0,-82.0,2341.0,2509.0,-168.0,2021
2021-04-21,Long,2021-04-21 09:45:00-04:00,13728.0,2021-04-21 09:48:00-04:00,13768.0,78.0,2419.0,2509.0,-90.0,2021
2021-04-23,Short,2021-04-23 09:45:00-04:00,13803.5,2021-04-23 10:09:00-04:00,13843.5,-82.0,2337.0,2509.0,-172.0,2021
2021-04-26,Short,2021-04-26 09:45:00-04:00,13937.0,2021-04-26 10:51:00-04:00,13977.0,-82.0,2255.0,2509.0,-254.0,2021
2021-04-28,Long,2021-04-28 09:45:00-04:00,13916.0625,2021-04-28 09:55:00-04:00,13956.0625,78.0,2333.0,2509.0,-176.0,2021
2021-04-29,Short,2021-04-29 09:45:00-04:00,14022.5,2021-04-29 09:53:00-04:00,13982.5,78.0,2411.0,2509.0,-98.0,2021
2021-04-30,Long,2021-04-30 09:45:00-04:00,13873.25,2021-04-30 10:11:00-04:00,13913.25,78.0,2489.0,2509.0,-20.0,2021
2021-05-03,Short,2021-05-03 09:45:00-04:00,13867.25,2021-05-03 10:07:00-04:00,13907.25,-82.0,2407.0,2509.0,-102.0,2021
2021-05-04,Short,2021-05-04 09:45:00-04:00,13594.75,2021-05-04 09:55:00-04:00,13554.75,78.0,2485.0,2509.0,-24.0,2021
2021-05-05,Long,2021-05-05 09:45:00-04:00,13647.333333333334,2021-05-05 09:57:00-04:00,13607.333333333334,-82.0,2403.0,2509.0,-106.0,2021
2021-05-07,Short,2021-05-07 09:45:00-04:00,13703.5,2021-05-07 09:49:00-04:00,13743.5,-82.0,2321.0,2509.0,-188.0,2021
